dataset,bodyId,type,instance,annotation_bodypart,subclass,superclass,somaSide,somaNeuromere,exitNerve,statusLabel,target_muscle,joint,anatomical_or_literature_action,action_mapping_status,evidence_source,evidence_table,limits,physiological_record_of_this_bodyId,incoming_edges,incoming_weight,top_3_presynaptic_bodies
male-cns:v1.0,12845,GNG133,GNG133_L,触角筋候補群,am,cb_motor,L,LB,AN,Prelim Roughly traced,unassigned,,触角注釈のみ。具体的筋/作用未同定,annotation_only,SUV23;OZD26,data/nonleg_muscle_evidence.csv,型名/出神経のみから具体的筋や作用を推定しない。,not_measured,451,4449,"[{""bodyId"": ""13475"", ""type"": ""GNG294"", ""superclass"": ""cb_intrinsic"", ""weight"": 376}, {""bodyId"": ""11751"", ""type"": ""GNG294"", ""superclass"": ""cb_intrinsic"", ""weight"": 364}, {""bodyId"": ""15979"", ""type"": ""GNG666"", ""superclass"": ""cb_intrinsic"", ""weight"": 169}]"
male-cns:v1.0,13128,GNG653,GNG653_R,頸筋群,nm,cb_motor,R,LB,CvN,Roughly traced,unassigned,,頸部注釈のみ。具体的筋/作用未同定,annotation_only,GOR24;BANC26,data/nonleg_muscle_evidence.csv,型名/出神経のみから具体的筋や作用を推定しない。,not_measured,609,9617,"[{""bodyId"": ""524412"", ""type"": ""DNa06"", ""superclass"": ""descending_neuron"", ""weight"": 324}, {""bodyId"": ""513056"", ""type"": ""DNge086"", ""superclass"": ""descending_neuron"", ""weight"": 297}, {""bodyId"": ""41534"", ""type"": ""GNG541"", ""superclass"": ""cb_intrinsic"", ""weight"": 252}]"
male-cns:v1.0,13359,MN5,MN5_R,摂食筋群（口器・咽頭等）,pm,cb_motor,R,,PhN,Prelim Roughly traced,m5 (pharyngeal musculature),,咽頭ポンプに関連する筋。各型の詳細作用は今回未検証,exact_type_label_bridge,MCK20,data/nonleg_muscle_evidence.csv,筋同定資料とポンプ作動を区別。MN12DとMN12Vは近接命名で機能類似を含意しない。,not_measured,468,2909,"[{""bodyId"": ""14932"", ""type"": ""GNG076"", ""superclass"": ""cb_intrinsic"", ""weight"": 151}, {""bodyId"": ""10806"", ""type"": ""GNG494"", ""superclass"": ""cb_intrinsic"", ""weight"": 142}, {""bodyId"": ""16397"", ""type"": ""GNG076"", ""superclass"": ""cb_intrinsic"", ""weight"": 137}]"
male-cns:v1.0,13592,GNG647,GNG647_R,rm群（網膜筋候補・未確定）,rm,cb_motor,R,,ON,Prelim Roughly traced,unassigned,,網膜注釈のみ。具体的筋/作用未同定,annotation_only,FEN22,data/nonleg_muscle_evidence.csv,型名/出神経のみから具体的筋や作用を推定しない。,not_measured,368,4211,"[{""bodyId"": ""513056"", ""type"": ""DNge086"", ""superclass"": ""descending_neuron"", ""weight"": 260}, {""bodyId"": ""13295"", ""type"": ""DNge033"", ""superclass"": ""descending_neuron"", ""weight"": 145}, {""bodyId"": ""16616"", ""type"": ""AN19B025"", ""superclass"": ""ascending_neuron"", ""weight"": 110}]"
male-cns:v1.0,13643,GNG652,GNG652_L,触角筋候補群,am,cb_motor,L,,AN,Prelim Roughly traced,unassigned,,触角注釈のみ。具体的筋/作用未同定,annotation_only,SUV23;OZD26,data/nonleg_muscle_evidence.csv,型名/出神経のみから具体的筋や作用を推定しない。,not_measured,462,3187,"[{""bodyId"": ""518695"", ""type"": ""CB0224"", ""superclass"": ""cb_intrinsic"", ""weight"": 155}, {""bodyId"": ""517202"", ""type"": ""WED165"", ""superclass"": ""cb_intrinsic"", ""weight"": 107}, {""bodyId"": ""14484"", ""type"": ""AN06B040"", ""superclass"": ""ascending_neuron"", ""weight"": 84}]"
male-cns:v1.0,13812,GNG133,GNG133_R,触角筋候補群,am,cb_motor,R,LB,AN,Prelim Roughly traced,unassigned,,触角注釈のみ。具体的筋/作用未同定,annotation_only,SUV23;OZD26,data/nonleg_muscle_evidence.csv,型名/出神経のみから具体的筋や作用を推定しない。,not_measured,415,3388,"[{""bodyId"": ""11751"", ""type"": ""GNG294"", ""superclass"": ""cb_intrinsic"", ""weight"": 357}, {""bodyId"": ""13475"", ""type"": ""GNG294"", ""superclass"": ""cb_intrinsic"", ""weight"": 290}, {""bodyId"": ""15979"", ""type"": ""GNG666"", ""superclass"": ""cb_intrinsic"", ""weight"": 123}]"
male-cns:v1.0,14237,MN12D,MN12D_L,摂食筋群（口器・咽頭等）,pm,cb_motor,L,,PhN,Roughly traced,m12D (pharyngeal musculature),,咽頭ポンプに関連する筋。各型の詳細作用は今回未検証,exact_type_label_bridge,MCK20,data/nonleg_muscle_evidence.csv,筋同定資料とポンプ作動を区別。MN12DとMN12Vは近接命名で機能類似を含意しない。,not_measured,203,807,"[{""bodyId"": ""12203"", ""type"": ""GNG099"", ""superclass"": ""cb_intrinsic"", ""weight"": 47}, {""bodyId"": ""11710"", ""type"": ""GNG088"", ""superclass"": ""cb_intrinsic"", ""weight"": 34}, {""bodyId"": ""10467"", ""type"": ""GNG111"", ""superclass"": ""cb_intrinsic"", ""weight"": 33}]"
male-cns:v1.0,14780,MN2Da,MN2Da_L,摂食筋群（口器・咽頭等）,pm,cb_motor,L,,MxLbN,Roughly traced,m2D candidate,,補助rostrum退縮,candidate_subtype,MCK20;GUS26,data/nonleg_muscle_evidence.csv,MN2DとMN4のa/b亜型は2026命名。2020の親型操作を各亜型の独立作用としない。機械的連動と神経回路協調も別。,not_measured,453,4103,"[{""bodyId"": ""13803"", ""type"": ""DNg61"", ""superclass"": ""descending_neuron"", ""weight"": 266}, {""bodyId"": ""41023"", ""type"": ""GNG455"", ""superclass"": ""cb_intrinsic"", ""weight"": 217}, {""bodyId"": ""15537"", ""type"": ""AN12B017"", ""superclass"": ""ascending_neuron"", ""weight"": 166}]"
male-cns:v1.0,14907,MN13,MN13_L,摂食筋群（口器・咽頭等）,pm,cb_motor,L,,MxLbN,Roughly traced,m13,,具体的運動作用を今回未確定,muscle_identity_only,MCK20,data/nonleg_muscle_evidence.csv,文献の機能標本とMaleCNSは別個体。型名対応のみで生理を同定しない。,not_measured,242,1253,"[{""bodyId"": ""12877"", ""type"": ""GNG158"", ""superclass"": ""cb_intrinsic"", ""weight"": 148}, {""bodyId"": ""12955"", ""type"": ""GNG158"", ""superclass"": ""cb_intrinsic"", ""weight"": 145}, {""bodyId"": ""523836"", ""type"": ""GNG030"", ""superclass"": ""cb_intrinsic"", ""weight"": 96}]"
male-cns:v1.0,15140,GNG668,GNG668_L,触角筋候補群,am,cb_motor,L,,AN,Roughly traced,unassigned,,触角注釈のみ。具体的筋/作用未同定,annotation_only,SUV23;OZD26,data/nonleg_muscle_evidence.csv,型名/出神経のみから具体的筋や作用を推定しない。,not_measured,314,2706,"[{""bodyId"": ""513970"", ""type"": ""GNG423"", ""superclass"": ""cb_intrinsic"", ""weight"": 253}, {""bodyId"": ""16172"", ""type"": ""GNG423"", ""superclass"": ""cb_intrinsic"", ""weight"": 231}, {""bodyId"": ""16098"", ""type"": ""DNge029"", ""superclass"": ""descending_neuron"", ""weight"": 169}]"
male-cns:v1.0,15530,MN1,MN1_L,摂食筋群（口器・咽頭等）,pm,cb_motor,L,GNG,MxLbN,Prelim Roughly traced,m1,,rostrum退縮。伸展状態ではhaustellum屈曲も誘起,exact_type_label_bridge,MCK20,data/nonleg_muscle_evidence.csv,MN2DとMN4のa/b亜型は2026命名。2020の親型操作を各亜型の独立作用としない。機械的連動と神経回路協調も別。,not_measured,178,969,"[{""bodyId"": ""19810"", ""type"": ""GNG292"", ""superclass"": ""cb_intrinsic"", ""weight"": 96}, {""bodyId"": ""13186"", ""type"": ""DNge028"", ""superclass"": ""descending_neuron"", ""weight"": 63}, {""bodyId"": ""12595"", ""type"": ""GNG557"", ""superclass"": ""cb_intrinsic"", ""weight"": 61}]"
male-cns:v1.0,16134,MN7,MN7_L,摂食筋群（口器・咽頭等）,pm,cb_motor,L,,MxLbN,Roughly traced,m7,,labella外転/開口,exact_type_label_bridge,MCK20,data/nonleg_muscle_evidence.csv,MN2DとMN4のa/b亜型は2026命名。2020の親型操作を各亜型の独立作用としない。機械的連動と神経回路協調も別。,not_measured,522,4308,"[{""bodyId"": ""11844"", ""type"": ""GNG142"", ""superclass"": ""cb_intrinsic"", ""weight"": 303}, {""bodyId"": ""555256"", ""type"": ""GNG017"", ""superclass"": ""cb_intrinsic"", ""weight"": 223}, {""bodyId"": ""12664"", ""type"": ""GNG140"", ""superclass"": ""cb_intrinsic"", ""weight"": 181}]"
male-cns:v1.0,16361,MNx03,MNx03_L,摂食筋群（口器・咽頭等）,pm,cb_motor,L,,PhN,Prelim Roughly traced,unassigned,,口器/咽頭関連注釈のみ。具体的筋/作用未同定,annotation_only,GUS26,data/nonleg_muscle_evidence.csv,型名/出神経のみから具体的筋や作用を推定しない。,not_measured,369,3225,"[{""bodyId"": ""765790195"", ""type"": ""GNG591"", ""superclass"": ""cb_intrinsic"", ""weight"": 234}, {""bodyId"": ""12203"", ""type"": ""GNG099"", ""superclass"": ""cb_intrinsic"", ""weight"": 218}, {""bodyId"": ""17823"", ""type"": ""GNG591"", ""superclass"": ""cb_intrinsic"", ""weight"": 186}]"
male-cns:v1.0,16827,MN8,MN8_L,摂食筋群（口器・咽頭等）,pm,cb_motor,L,,MxLbN,Prelim Roughly traced,m8,,具体的運動作用を今回未確定,muscle_identity_only,MCK20,data/nonleg_muscle_evidence.csv,文献の機能標本とMaleCNSは別個体。型名対応のみで生理を同定しない。,not_measured,321,1699,"[{""bodyId"": ""46013"", ""type"": ""GNG472"", ""superclass"": ""cb_intrinsic"", ""weight"": 106}, {""bodyId"": ""523590"", ""type"": ""GNG015"", ""superclass"": ""cb_intrinsic"", ""weight"": 77}, {""bodyId"": ""524254"", ""type"": ""GNG472"", ""superclass"": ""cb_intrinsic"", ""weight"": 71}]"
male-cns:v1.0,16892,MN7,MN7_L,摂食筋群（口器・咽頭等）,pm,cb_motor,L,,MxLbN,Roughly traced,m7,,labella外転/開口,exact_type_label_bridge,MCK20,data/nonleg_muscle_evidence.csv,MN2DとMN4のa/b亜型は2026命名。2020の親型操作を各亜型の独立作用としない。機械的連動と神経回路協調も別。,not_measured,506,4131,"[{""bodyId"": ""11844"", ""type"": ""GNG142"", ""superclass"": ""cb_intrinsic"", ""weight"": 273}, {""bodyId"": ""12664"", ""type"": ""GNG140"", ""superclass"": ""cb_intrinsic"", ""weight"": 189}, {""bodyId"": ""555256"", ""type"": ""GNG017"", ""superclass"": ""cb_intrinsic"", ""weight"": 181}]"
male-cns:v1.0,16949,MN9,MN9_R,摂食筋群（口器・咽頭等）,pm,cb_motor,R,,PhN,RT Hard to trace,m9,,rostrumを頭部外へ突出（腹側へ）。haustellum伸展との連動,exact_type_label_bridge,MCK20,data/nonleg_muscle_evidence.csv,MN2DとMN4のa/b亜型は2026命名。2020の親型操作を各亜型の独立作用としない。機械的連動と神経回路協調も別。,not_measured,203,633,"[{""bodyId"": ""43765"", ""type"": ""GNG095"", ""superclass"": ""cb_intrinsic"", ""weight"": 55}, {""bodyId"": ""511989"", ""type"": ""GNG130"", ""superclass"": ""cb_intrinsic"", ""weight"": 34}, {""bodyId"": ""519839"", ""type"": ""DNge062"", ""superclass"": ""descending_neuron"", ""weight"": 31}]"
male-cns:v1.0,17281,MN2Db,MN2Db_L,摂食筋群（口器・咽頭等）,pm,cb_motor,L,,MxLbN,Prelim Roughly traced,m2D candidate,,補助rostrum退縮の亜型候補,candidate_subtype,MCK20;GUS26,data/nonleg_muscle_evidence.csv,MN2DとMN4のa/b亜型は2026命名。2020の親型操作を各亜型の独立作用としない。機械的連動と神経回路協調も別。,not_measured,358,2621,"[{""bodyId"": ""555296"", ""type"": ""GNG014"", ""superclass"": ""cb_intrinsic"", ""weight"": 211}, {""bodyId"": ""12664"", ""type"": ""GNG140"", ""superclass"": ""cb_intrinsic"", ""weight"": 201}, {""bodyId"": ""14745"", ""type"": ""GNG469"", ""superclass"": ""cb_intrinsic"", ""weight"": 112}]"
male-cns:v1.0,17495,MN7,MN7_R,摂食筋群（口器・咽頭等）,pm,cb_motor,R,,MxLbN,RT Hard to trace,m7,,labella外転/開口,exact_type_label_bridge,MCK20,data/nonleg_muscle_evidence.csv,MN2DとMN4のa/b亜型は2026命名。2020の親型操作を各亜型の独立作用としない。機械的連動と神経回路協調も別。,not_measured,193,560,"[{""bodyId"": ""519661"", ""type"": ""GNG142"", ""superclass"": ""cb_intrinsic"", ""weight"": 29}, {""bodyId"": ""521727"", ""type"": ""GNG036"", ""superclass"": ""cb_intrinsic"", ""weight"": 23}, {""bodyId"": ""519659"", ""type"": ""GNG140"", ""superclass"": ""cb_intrinsic"", ""weight"": 22}]"
male-cns:v1.0,18295,MN4a,MN4a_L,摂食筋群（口器・咽頭等）,pm,cb_motor,L,,MxLbN,Prelim Roughly traced,m4 candidate,,haustellum伸展,candidate_subtype,MCK20;GUS26,data/nonleg_muscle_evidence.csv,MN2DとMN4のa/b亜型は2026命名。2020の親型操作を各亜型の独立作用としない。機械的連動と神経回路協調も別。,not_measured,261,1565,"[{""bodyId"": ""10135"", ""type"": ""DNge031"", ""superclass"": ""descending_neuron"", ""weight"": 138}, {""bodyId"": ""19810"", ""type"": ""GNG292"", ""superclass"": ""cb_intrinsic"", ""weight"": 84}, {""bodyId"": ""13402"", ""type"": ""GNG281"", ""superclass"": ""cb_intrinsic"", ""weight"": 69}]"
male-cns:v1.0,19296,MNx01,MNx01_R,摂食筋群（口器・咽頭等）,pm,cb_motor,R,,PhN,Roughly traced,unassigned,,口器/咽頭関連注釈のみ。具体的筋/作用未同定,annotation_only,GUS26,data/nonleg_muscle_evidence.csv,型名/出神経のみから具体的筋や作用を推定しない。,not_measured,258,1946,"[{""bodyId"": ""13460"", ""type"": ""GNG024"", ""superclass"": ""cb_intrinsic"", ""weight"": 113}, {""bodyId"": ""10553"", ""type"": ""GNG001"", ""superclass"": ""cb_intrinsic"", ""weight"": 84}, {""bodyId"": ""513992"", ""type"": ""GNG019"", ""superclass"": ""cb_intrinsic"", ""weight"": 82}]"
male-cns:v1.0,19823,CEM,CEM_L,摂食筋群（口器・咽頭等）,pm,cb_motor,L,,PhN,Prelim Roughly traced,crop-duct entry muscles,,嗉嚢入口の流入を調節。刺激で糖液の嗉嚢流入が停止し、解除後再開,exact_type_label_bridge,CUI24pre;GUS26,data/nonleg_muscle_evidence.csv,直接機能資料は未査読Cui2024v1。口器の動きとは分離。CEM全6注釈の各個別活動ではない。,not_measured,92,353,"[{""bodyId"": ""12992"", ""type"": ""GNG032"", ""superclass"": ""cb_intrinsic"", ""weight"": 28}, {""bodyId"": ""14643"", ""type"": ""GNG032"", ""superclass"": ""cb_intrinsic"", ""weight"": 25}, {""bodyId"": ""46153"", ""type"": ""GNG482"", ""superclass"": ""cb_intrinsic"", ""weight"": 23}]"
male-cns:v1.0,20173,MN8,MN8_R,摂食筋群（口器・咽頭等）,pm,cb_motor,R,,MxLbN,Prelim Roughly traced,m8,,具体的運動作用を今回未確定,muscle_identity_only,MCK20,data/nonleg_muscle_evidence.csv,文献の機能標本とMaleCNSは別個体。型名対応のみで生理を同定しない。,not_measured,122,351,"[{""bodyId"": ""524254"", ""type"": ""GNG472"", ""superclass"": ""cb_intrinsic"", ""weight"": 24}, {""bodyId"": ""46013"", ""type"": ""GNG472"", ""superclass"": ""cb_intrinsic"", ""weight"": 20}, {""bodyId"": ""523590"", ""type"": ""GNG015"", ""superclass"": ""cb_intrinsic"", ""weight"": 15}]"
male-cns:v1.0,20518,CEM,CEM_L,摂食筋群（口器・咽頭等）,pm,cb_motor,L,,PhN,PRT Orphan,crop-duct entry muscles,,嗉嚢入口の流入を調節。刺激で糖液の嗉嚢流入が停止し、解除後再開,exact_type_label_bridge,CUI24pre;GUS26,data/nonleg_muscle_evidence.csv,直接機能資料は未査読Cui2024v1。口器の動きとは分離。CEM全6注釈の各個別活動ではない。,not_measured,105,473,"[{""bodyId"": ""22379"", ""type"": ""GNG482"", ""superclass"": ""cb_intrinsic"", ""weight"": 63}, {""bodyId"": ""46153"", ""type"": ""GNG482"", ""superclass"": ""cb_intrinsic"", ""weight"": 51}, {""bodyId"": ""40580"", ""type"": ""GNG482"", ""superclass"": ""cb_intrinsic"", ""weight"": 34}]"
male-cns:v1.0,20600,MNx03,MNx03_L,摂食筋群（口器・咽頭等）,pm,cb_motor,L,,PhN,Prelim Roughly traced,unassigned,,口器/咽頭関連注釈のみ。具体的筋/作用未同定,annotation_only,GUS26,data/nonleg_muscle_evidence.csv,型名/出神経のみから具体的筋や作用を推定しない。,not_measured,142,726,"[{""bodyId"": ""17823"", ""type"": ""GNG591"", ""superclass"": ""cb_intrinsic"", ""weight"": 141}, {""bodyId"": ""16630"", ""type"": ""GNG479"", ""superclass"": ""cb_intrinsic"", ""weight"": 83}, {""bodyId"": ""765790195"", ""type"": ""GNG591"", ""superclass"": ""cb_intrinsic"", ""weight"": 72}]"
male-cns:v1.0,23511,CEM,CEM_R,摂食筋群（口器・咽頭等）,pm,cb_motor,R,,PhN,Prelim Roughly traced,crop-duct entry muscles,,嗉嚢入口の流入を調節。刺激で糖液の嗉嚢流入が停止し、解除後再開,exact_type_label_bridge,CUI24pre;GUS26,data/nonleg_muscle_evidence.csv,直接機能資料は未査読Cui2024v1。口器の動きとは分離。CEM全6注釈の各個別活動ではない。,not_measured,63,342,"[{""bodyId"": ""526375"", ""type"": ""GNG482"", ""superclass"": ""cb_intrinsic"", ""weight"": 62}, {""bodyId"": ""521104"", ""type"": ""GNG196"", ""superclass"": ""cb_intrinsic"", ""weight"": 32}, {""bodyId"": ""40580"", ""type"": ""GNG482"", ""superclass"": ""cb_intrinsic"", ""weight"": 25}]"
male-cns:v1.0,24511,MNx03,MNx03_R,摂食筋群（口器・咽頭等）,pm,cb_motor,R,,PhN,Prelim Roughly traced,unassigned,,口器/咽頭関連注釈のみ。具体的筋/作用未同定,annotation_only,GUS26,data/nonleg_muscle_evidence.csv,型名/出神経のみから具体的筋や作用を推定しない。,not_measured,238,1213,"[{""bodyId"": ""765790195"", ""type"": ""GNG591"", ""superclass"": ""cb_intrinsic"", ""weight"": 204}, {""bodyId"": ""16684"", ""type"": ""GNG174"", ""superclass"": ""cb_intrinsic"", ""weight"": 107}, {""bodyId"": ""17823"", ""type"": ""GNG591"", ""superclass"": ""cb_intrinsic"", ""weight"": 106}]"
male-cns:v1.0,24808,MNx05,MNx05_R,摂食筋群（口器・咽頭等）,pm,cb_motor,R,,PhN,Prelim Roughly traced,unassigned,,口器/咽頭関連注釈のみ。具体的筋/作用未同定,annotation_only,GUS26,data/nonleg_muscle_evidence.csv,型名/出神経のみから具体的筋や作用を推定しない。,not_measured,219,583,"[{""bodyId"": ""14643"", ""type"": ""GNG032"", ""superclass"": ""cb_intrinsic"", ""weight"": 34}, {""bodyId"": ""13103"", ""type"": ""GNG033"", ""superclass"": ""cb_intrinsic"", ""weight"": 30}, {""bodyId"": ""19640"", ""type"": ""GNG172"", ""superclass"": ""cb_intrinsic"", ""weight"": 28}]"
male-cns:v1.0,26137,MNx02,MNx02_R,摂食筋群（口器・咽頭等）,pm,cb_motor,R,,PhN,RT Hard to trace,unassigned,,口器/咽頭関連注釈のみ。具体的筋/作用未同定,annotation_only,GUS26,data/nonleg_muscle_evidence.csv,型名/出神経のみから具体的筋や作用を推定しない。,not_measured,259,2003,"[{""bodyId"": ""17043"", ""type"": ""GNG206"", ""superclass"": ""cb_intrinsic"", ""weight"": 194}, {""bodyId"": ""16684"", ""type"": ""GNG174"", ""superclass"": ""cb_intrinsic"", ""weight"": 134}, {""bodyId"": ""16962"", ""type"": ""GNG174"", ""superclass"": ""cb_intrinsic"", ""weight"": 94}]"
male-cns:v1.0,27938,MN4a,MN4a_R,摂食筋群（口器・咽頭等）,pm,cb_motor,R,,MxLbN,RT Hard to trace,m4 candidate,,haustellum伸展,candidate_subtype,MCK20;GUS26,data/nonleg_muscle_evidence.csv,MN2DとMN4のa/b亜型は2026命名。2020の親型操作を各亜型の独立作用としない。機械的連動と神経回路協調も別。,not_measured,162,555,"[{""bodyId"": ""10313"", ""type"": ""DNge031"", ""superclass"": ""descending_neuron"", ""weight"": 57}, {""bodyId"": ""12364"", ""type"": ""DNge080"", ""superclass"": ""descending_neuron"", ""weight"": 34}, {""bodyId"": ""12752"", ""type"": ""DNge080"", ""superclass"": ""descending_neuron"", ""weight"": 21}]"
male-cns:v1.0,30780,MN13,MN13_R,摂食筋群（口器・咽頭等）,pm,cb_motor,R,,MxLbN,RT Hard to trace,m13,,具体的運動作用を今回未確定,muscle_identity_only,MCK20,data/nonleg_muscle_evidence.csv,文献の機能標本とMaleCNSは別個体。型名対応のみで生理を同定しない。,not_measured,190,669,"[{""bodyId"": ""107729"", ""type"": ""GNG035"", ""superclass"": ""cb_intrinsic"", ""weight"": 54}, {""bodyId"": ""12955"", ""type"": ""GNG158"", ""superclass"": ""cb_intrinsic"", ""weight"": 49}, {""bodyId"": ""12842"", ""type"": ""GNG030"", ""superclass"": ""cb_intrinsic"", ""weight"": 46}]"
